feature,mean_importance
Turbidity,-0.000546977634581447
Trihalomethanes,0.00019010831846777432
Organic_carbon,0.001144941319086401
Conductivity,0.0012586124209790438
Solids,0.007445492602436388
Hardness,0.010991798980031508
Chloramines,0.015827300025821223
ph,0.039923984892161514
Sulfate,0.055841854617643794
