feature,mean_importance
Trihalomethanes,-0.0009406480735341782
Turbidity,-0.0005735835058259919
Conductivity,0.0013654298002339972
Chloramines,0.001959919252570419
Organic_carbon,0.0025809487287515196
Solids,0.0032413823827828424
Hardness,0.008087798383387402
ph,0.009243481075204363
Sulfate,0.018700643035121266
