feature,mean_importance
Trihalomethanes,-0.0017912206350926495
Chloramines,0.0
Sulfate,0.0
Organic_carbon,0.0
Turbidity,0.0
Conductivity,0.0024036299947385762
Solids,0.004187874256698265
Hardness,0.004982022266381647
ph,0.008100198514264778
