feature,mean_importance
Turbidity,0.00014035913858616577
Organic_carbon,0.00018239828648130007
Trihalomethanes,0.0005868864966401155
Conductivity,0.0007325821690821188
Hardness,0.0012579869458455573
Solids,0.002108303930611877
Chloramines,0.0041006270456421575
ph,0.010908877667204697
Sulfate,0.018808799245634455
