feature,mean_importance
Organic_carbon,-0.00015922614943022494
Turbidity,9.28819131371883e-05
Conductivity,0.00032451122219845363
Trihalomethanes,0.0005159108985917982
Hardness,0.003472356038828428
Solids,0.0037749962460584597
Chloramines,0.0049795949287543715
ph,0.011940313148950365
Sulfate,0.019080691979122565
