feature,mean_importance
Trihalomethanes,-0.0015133903703547392
Conductivity,-0.001435540537853841
Organic_carbon,0.00011251494811017614
Turbidity,0.0003187353042892305
Chloramines,0.0030938155069661468
Solids,0.0042507439881371845
Hardness,0.007702561644870709
Sulfate,0.013022116186804555
ph,0.0141257264415801
