feature,mean_importance
Organic_carbon,0.0009141487327226861
Trihalomethanes,0.0009514999202895113
Turbidity,0.0016591421003364858
Conductivity,0.002003539738511706
Chloramines,0.007193923458825746
Solids,0.007483930614977341
Hardness,0.010012887455553177
ph,0.019447731169193405
Sulfate,0.03489955522027621
