0,0.757558,0.758294
1,0.757558,0.758294
2,0.764583,0.76259
3,0.772355,0.755828
4,0.777778,0.765281
5,0.785295,0.763906
6,0.790756,0.766332
7,0.794469,0.768262
8,0.796959,0.764187
9,0.79949,0.762025
10,0.802173,0.765152
11,0.808003,0.762389
12,0.809047,0.759236
13,0.809185,0.760204
14,0.811144,0.758621
15,0.813636,0.756757
16,0.815249,0.755498
17,0.814766,0.753247
18,0.815833,0.75
19,0.816487,0.74837
20,0.818954,0.754864
21,0.821522,0.754226
22,0.822872,0.754226
23,0.824226,0.749347
24,0.823995,0.750978
25,0.824266,0.752604
26,0.824967,0.746073
27,0.826101,0.742404
28,0.828021,0.738786
29,0.831723,0.740741
30,0.831723,0.739073
31,0.834335,0.741425
32,0.835791,0.741722
33,0.836742,0.741722
34,0.839838,0.746348
35,0.841751,0.740642
36,0.841751,0.739653
37,0.843276,0.742323
38,0.843243,0.741333
39,0.84527,0.744681
40,0.846518,0.748336
41,0.846804,0.744993
42,0.849678,0.742323
43,0.85247,0.744
44,0.855187,0.742323
45,0.855871,0.743316
46,0.856164,0.743316
47,0.858711,0.743009
48,0.858711,0.743009
49,0.860864,0.744681
50,0.863918,0.742706
51,0.864325,0.739362
52,0.863934,0.739653
53,0.864921,0.740642
54,0.863934,0.741633
55,0.867312,0.742627
56,0.868813,0.743624
57,0.869505,0.741935
