feature,mean_importance
Turbidity,-0.0022225296004416474
Trihalomethanes,-0.0016956908787215453
Organic_carbon,-0.0006815899213230114
Conductivity,0.003399601331284696
Solids,0.010711648122941609
Hardness,0.01728831323247353
Chloramines,0.02761619487986584
ph,0.058438106965687096
Sulfate,0.07416060298234464
