feature,mean_importance
Turbidity,-0.0030855170634125793
Trihalomethanes,0.006807939982777178
Organic_carbon,0.007503882388292004
Conductivity,0.009459963731257149
Solids,0.021131873988367512
Chloramines,0.025116783092873927
Hardness,0.02731642475989866
ph,0.06658069068114958
Sulfate,0.06726418680746504
