feature,mean_importance
Trihalomethanes,-0.0002996342757398462
Organic_carbon,-1.1102230246251565e-16
Turbidity,-8.881784197001253e-17
Conductivity,0.0007100422914253724
Hardness,0.0012865772848686286
Solids,0.002169718109903518
Chloramines,0.008420449842951339
ph,0.01771660301456839
Sulfate,0.025445548624107816
