0,0.757558,0.758294
1,0.757558,0.758294
2,0.781623,0.767726
3,0.787879,0.764633
4,0.794623,0.768262
5,0.799874,0.770408
6,0.803543,0.767857
7,0.807888,0.766284
8,0.816195,0.773609
9,0.820363,0.776623
10,0.825562,0.775457
11,0.830003,0.778068
12,0.834542,0.772069
13,0.834817,0.778947
14,0.837856,0.778808
15,0.836701,0.777188
16,0.840705,0.776596
17,0.841719,0.776596
18,0.849546,0.776439
19,0.851365,0.774799
20,0.852326,0.775839
21,0.855112,0.773154
22,0.860449,0.772973
23,0.864274,0.772973
24,0.865866,0.770692
25,0.872149,0.771117
26,0.873874,0.769022
27,0.873484,0.769022
28,0.877608,0.765027
29,0.879304,0.766712
30,0.878914,0.767347
31,0.88106,0.766712
32,0.883835,0.772169
33,0.885074,0.773842
34,0.888576,0.770492
35,0.89709,0.76881
36,0.902352,0.764787
37,0.906619,0.765193
38,0.910785,0.759669
39,0.912419,0.756906
40,0.914327,0.756906
41,0.915645,0.759669
42,0.915975,0.759669
43,0.916245,0.759003
44,0.919174,0.759003
45,0.92196,0.758333
46,0.924364,0.764543
47,0.92899,0.766252
48,0.931426,0.763485
49,0.93211,0.767956
50,0.932745,0.767313
51,0.933824,0.765603
52,0.936578,0.766667
53,0.937962,0.767085
54,0.940044,0.765603
55,0.943536,0.764543
56,0.943887,0.765603
57,0.943887,0.764543
58,0.943887,0.764543
59,0.943887,0.766252
60,0.946741,0.770083
61,0.946741,0.763889
62,0.946741,0.767733
63,0.9489,0.763889
