feature,mean_importance
Organic_carbon,-0.0008889829497224832
Conductivity,-0.0007700339033946069
Trihalomethanes,-0.00045249501376434245
Turbidity,-0.0003009725561302412
Hardness,0.0026929865672424167
Solids,0.005247829245561486
Chloramines,0.009160310637671375
ph,0.021578315986793474
Sulfate,0.031245940483708323
