feature,mean_importance
Organic_carbon,-0.0036144875788020727
Turbidity,-0.00012647190384014185
Trihalomethanes,3.989162493884812e-05
Conductivity,0.0006283305539130701
Solids,0.006131800184006453
Hardness,0.010798472393371616
Chloramines,0.020176376912654437
ph,0.05129853431219931
Sulfate,0.05572966687602239
