feature,mean_importance
Organic_carbon,-0.0015487118569808666
Turbidity,0.00035498038333805495
Trihalomethanes,0.0007260831136571833
Conductivity,0.005258612204293489
Hardness,0.012975825489995828
Chloramines,0.014877050728065954
Solids,0.01623532521849147
ph,0.04685615354060222
Sulfate,0.04963529311737649
