feature,mean_importance
Organic_carbon,-0.002856531913512872
Turbidity,-0.0020249764813870196
Trihalomethanes,0.0017343954271458405
Solids,0.01088231318252797
Hardness,0.011101664458805805
Conductivity,0.012919149644635298
Chloramines,0.03087100163906964
ph,0.0701240225664295
Sulfate,0.07643306598610347
