feature,mean_importance
Turbidity,0.0006397905841127649
Organic_carbon,0.0015500125994277968
Trihalomethanes,0.006434185539049508
Conductivity,0.007532345926056627
Solids,0.022783868518032047
Chloramines,0.02410681364364613
Hardness,0.02590636561806754
Sulfate,0.06395200903451329
ph,0.07106460554974989
