feature,mean_importance
Turbidity,-0.0005045709403393329
Organic_carbon,0.0006593700967111316
Conductivity,0.001362257115826515
Trihalomethanes,0.001511100214769945
Hardness,0.002739462091765299
Solids,0.006487715505099745
Chloramines,0.009975693108679429
ph,0.0212747372451745
Sulfate,0.024134791309317016
