feature,mean_importance
Turbidity,-0.002136953586218393
Organic_carbon,0.0011364269335595756
Trihalomethanes,0.0015078069940424265
Conductivity,0.005931360153841237
Hardness,0.0073661905953321
Solids,0.017937641904136915
Chloramines,0.02673049756929653
Sulfate,0.06771253109292716
ph,0.07188266538958799
